"Plot Title: 11009653"
"#","Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 11009653, SEN S/N: 11009653, LBL: DO)","Temp, °F (LGR S/N: 11009653, SEN S/N: 11009653, LBL: Temp)","Sensor Data Error (LGR S/N: 11009653)","Coupler Attached (LGR S/N: 11009653)","Host Connected (LGR S/N: 11009653)","Stopped (LGR S/N: 11009653)","End Of File (LGR S/N: 11009653)"
1193,12/26/20 11:00:00 AM,12.13,35.78,,,,,
1194,12/26/20 11:30:00 AM,11.90,35.85,,,,,
1195,12/26/20 12:00:00 PM,11.87,35.82,,,,,
1196,12/26/20 12:30:00 PM,12.22,35.82,,,,,
1197,12/26/20 01:00:00 PM,12.39,35.85,,,,,
1198,12/26/20 01:30:00 PM,12.35,35.89,,,,,
1199,12/26/20 02:00:00 PM,12.28,35.89,,,,,
1200,12/26/20 02:30:00 PM,12.29,35.92,,,,,
1201,12/26/20 03:00:00 PM,12.29,35.92,,,,,
1202,12/26/20 03:30:00 PM,12.13,35.92,,,,,
1203,12/26/20 04:00:00 PM,12.23,35.89,,,,,
1204,12/26/20 04:30:00 PM,12.31,35.89,,,,,
1205,12/26/20 05:00:00 PM,12.26,35.89,,,,,
1206,12/26/20 05:30:00 PM,12.38,35.82,,,,,
1207,12/26/20 06:00:00 PM,12.47,35.74,,,,,
1208,12/26/20 06:30:00 PM,12.48,35.71,,,,,
1209,12/26/20 07:00:00 PM,12.63,35.71,,,,,
1210,12/26/20 07:30:00 PM,12.78,35.71,,,,,
1211,12/26/20 08:00:00 PM,12.49,35.74,,,,,
1212,12/26/20 08:30:00 PM,12.76,35.71,,,,,
1213,12/26/20 09:00:00 PM,12.73,35.74,,,,,
1214,12/26/20 09:30:00 PM,12.60,35.74,,,,,
1215,12/26/20 10:00:00 PM,12.68,35.71,,,,,
1216,12/26/20 10:30:00 PM,12.25,35.74,,,,,
1217,12/26/20 11:00:00 PM,12.40,35.74,,,,,
1218,12/26/20 11:30:00 PM,12.60,35.74,,,,,
1219,12/27/20 12:00:00 AM,12.73,35.74,,,,,
1220,12/27/20 12:30:00 AM,12.78,35.74,,,,,
1221,12/27/20 01:00:00 AM,12.88,35.78,,,,,
1222,12/27/20 01:30:00 AM,12.66,35.78,,,,,
1223,12/27/20 02:00:00 AM,12.88,35.78,,,,,
1224,12/27/20 02:30:00 AM,12.83,35.82,,,,,
1225,12/27/20 03:00:00 AM,12.73,35.85,,,,,
1226,12/27/20 03:30:00 AM,12.69,35.82,,,,,
1227,12/27/20 04:00:00 AM,12.78,35.82,,,,,
1228,12/27/20 04:30:00 AM,12.81,35.89,,,,,
1229,12/27/20 05:00:00 AM,12.55,35.85,,,,,
1230,12/27/20 05:30:00 AM,12.59,35.89,,,,,
1231,12/27/20 06:00:00 AM,12.45,35.89,,,,,
1232,12/27/20 06:30:00 AM,12.64,35.85,,,,,
1233,12/27/20 07:00:00 AM,12.75,35.82,,,,,
1234,12/27/20 07:30:00 AM,12.60,35.89,,,,,
1235,12/27/20 08:00:00 AM,12.40,35.89,,,,,
1236,12/27/20 08:30:00 AM,12.51,35.89,,,,,
1237,12/27/20 09:00:00 AM,12.16,35.92,,,,,
1238,12/27/20 09:30:00 AM,12.25,36.00,,,,,
1239,12/27/20 10:00:00 AM,12.52,36.03,,,,,
1240,12/27/20 10:30:00 AM,12.41,36.03,,,,,
1241,12/27/20 11:00:00 AM,12.37,36.07,,,,,
1242,12/27/20 11:30:00 AM,12.30,36.14,,,,,
1243,12/27/20 12:00:00 PM,12.31,36.10,,,,,
1244,12/27/20 12:30:00 PM,12.76,35.96,,,,,
1245,12/27/20 01:00:00 PM,13.14,35.92,,,,,
1246,12/27/20 01:30:00 PM,13.25,35.89,,,,,
1247,12/27/20 02:00:00 PM,13.18,35.85,,,,,
1248,12/27/20 02:30:00 PM,13.43,35.92,,,,,
1249,12/27/20 03:00:00 PM,13.09,36.07,,,,,
1250,12/27/20 03:30:00 PM,12.91,36.00,,,,,
1251,12/27/20 04:00:00 PM,12.83,36.14,,,,,
1252,12/27/20 04:30:00 PM,12.72,36.10,,,,,
1253,12/27/20 05:00:00 PM,12.78,36.10,,,,,
1254,12/27/20 05:30:00 PM,12.97,35.96,,,,,
1255,12/27/20 06:00:00 PM,13.26,36.03,,,,,
1256,12/27/20 06:30:00 PM,13.54,36.00,,,,,
1257,12/27/20 07:00:00 PM,13.49,35.96,,,,,
1258,12/27/20 07:30:00 PM,13.41,35.89,,,,,
1259,12/27/20 08:00:00 PM,13.79,35.92,,,,,
1260,12/27/20 08:30:00 PM,13.79,35.92,,,,,
1261,12/27/20 09:00:00 PM,13.96,35.89,,,,,
1262,12/27/20 09:30:00 PM,13.74,35.96,,,,,
1263,12/27/20 10:00:00 PM,13.83,35.89,,,,,
1264,12/27/20 10:30:00 PM,14.00,35.92,,,,,
1265,12/27/20 11:00:00 PM,14.23,35.89,,,,,
1266,12/27/20 11:30:00 PM,14.24,35.89,,,,,
1267,12/28/20 12:00:00 AM,14.63,35.89,,,,,
1268,12/28/20 12:30:00 AM,14.84,35.92,,,,,
1269,12/28/20 01:00:00 AM,14.70,35.92,,,,,
1270,12/28/20 01:30:00 AM,14.51,35.92,,,,,
1271,12/28/20 02:00:00 AM,14.69,35.96,,,,,
1272,12/28/20 02:30:00 AM,14.52,35.96,,,,,
1273,12/28/20 03:00:00 AM,14.27,36.03,,,,,
1274,12/28/20 03:30:00 AM,14.82,36.00,,,,,
1275,12/28/20 04:00:00 AM,14.53,36.00,,,,,
1276,12/28/20 04:30:00 AM,15.05,36.00,,,,,
1277,12/28/20 05:00:00 AM,14.67,36.10,,,,,
1278,12/28/20 05:30:00 AM,14.60,36.03,,,,,
1279,12/28/20 06:00:00 AM,14.69,36.00,,,,,
1280,12/28/20 06:30:00 AM,14.48,36.07,,,,,
1281,12/28/20 07:00:00 AM,14.51,36.07,,,,,
1282,12/28/20 07:30:00 AM,14.39,36.03,,,,,
1283,12/28/20 08:00:00 AM,14.46,36.07,,,,,
1284,12/28/20 08:30:00 AM,14.67,36.14,,,,,
1285,12/28/20 09:00:00 AM,14.12,36.21,,,,,
1286,12/28/20 09:30:00 AM,15.11,36.07,,,,,
1287,12/28/20 10:00:00 AM,14.92,36.14,,,,,
1288,12/28/20 10:30:00 AM,14.94,36.14,,,,,
1289,12/28/20 11:00:00 AM,15.04,36.21,,,,,
1290,12/28/20 11:30:00 AM,14.72,36.18,,,,,
1291,12/28/20 12:00:00 PM,14.69,36.14,,,,,
1292,12/28/20 12:30:00 PM,14.49,36.21,,,,,
1293,12/28/20 01:00:00 PM,14.46,36.28,,,,,
1294,12/28/20 01:30:00 PM,14.54,36.28,,,,,
1295,12/28/20 02:00:00 PM,14.81,36.25,,,,,
1296,12/28/20 02:30:00 PM,14.80,36.25,,,,,
1297,12/28/20 03:00:00 PM,14.82,36.21,,,,,
1298,12/28/20 03:30:00 PM,14.78,36.25,,,,,
1299,12/28/20 04:00:00 PM,14.87,36.28,,,,,
1300,12/28/20 04:30:00 PM,14.82,36.25,,,,,
1301,12/28/20 05:00:00 PM,14.77,36.28,,,,,
1302,12/28/20 05:30:00 PM,14.74,36.25,,,,,
1303,12/28/20 06:00:00 PM,14.65,36.18,,,,,
1304,12/28/20 06:30:00 PM,14.98,36.18,,,,,
1305,12/28/20 07:00:00 PM,15.16,36.18,,,,,
1306,12/28/20 07:30:00 PM,15.26,36.14,,,,,
1307,12/28/20 08:00:00 PM,15.48,36.14,,,,,
1308,12/28/20 08:30:00 PM,15.47,36.07,,,,,
1309,12/28/20 09:00:00 PM,15.39,36.07,,,,,
1310,12/28/20 09:30:00 PM,15.39,36.10,,,,,
1311,12/28/20 10:00:00 PM,15.07,36.07,,,,,
1312,12/28/20 10:30:00 PM,15.33,36.10,,,,,
1313,12/28/20 11:00:00 PM,15.38,36.07,,,,,
1314,12/28/20 11:30:00 PM,15.47,36.03,,,,,
1315,12/29/20 12:00:00 AM,15.51,36.07,,,,,
1316,12/29/20 12:30:00 AM,15.47,36.07,,,,,
1317,12/29/20 01:00:00 AM,15.56,36.03,,,,,
1318,12/29/20 01:30:00 AM,15.51,36.03,,,,,
1319,12/29/20 02:00:00 AM,15.65,36.03,,,,,
1320,12/29/20 02:30:00 AM,15.49,36.03,,,,,
1321,12/29/20 03:00:00 AM,15.73,36.00,,,,,
1322,12/29/20 03:30:00 AM,15.57,36.03,,,,,
1323,12/29/20 04:00:00 AM,15.54,36.03,,,,,
1324,12/29/20 04:30:00 AM,15.57,36.03,,,,,
1325,12/29/20 05:00:00 AM,15.56,36.03,,,,,
1326,12/29/20 05:30:00 AM,15.48,36.00,,,,,
1327,12/29/20 06:00:00 AM,15.50,36.00,,,,,
1328,12/29/20 06:30:00 AM,15.56,36.03,,,,,
1329,12/29/20 07:00:00 AM,15.59,36.00,,,,,
1330,12/29/20 07:30:00 AM,15.47,36.03,,,,,
1331,12/29/20 08:00:00 AM,15.31,36.03,,,,,
1332,12/29/20 08:30:00 AM,14.92,36.28,,,,,
1333,12/29/20 09:00:00 AM,14.64,36.28,,,,,
1334,12/29/20 09:30:00 AM,14.49,36.25,,,,,
1335,12/29/20 10:00:00 AM,14.60,36.32,,,,,
1336,12/29/20 10:30:00 AM,14.44,36.36,,,,,
1337,12/29/20 11:00:00 AM,14.47,36.32,,,,,
1338,12/29/20 11:30:00 AM,14.56,36.36,,,,,
1339,12/29/20 12:00:00 PM,14.60,36.39,,,,,
1340,12/29/20 12:30:00 PM,14.63,36.39,,,,,
1341,12/29/20 01:00:00 PM,14.62,36.39,,,,,
1342,12/29/20 01:30:00 PM,14.62,36.36,,,,,
1343,12/29/20 02:00:00 PM,14.80,36.36,,,,,
1344,12/29/20 02:30:00 PM,14.72,36.43,,,,,
1345,12/29/20 03:00:00 PM,14.84,36.36,,,,,
1346,12/29/20 03:30:00 PM,14.98,36.36,,,,,
1347,12/29/20 04:00:00 PM,14.95,36.39,,,,,
1348,12/29/20 04:30:00 PM,15.07,36.32,,,,,
1349,12/29/20 05:00:00 PM,15.16,36.36,,,,,
1350,12/29/20 05:30:00 PM,14.99,36.36,,,,,
1351,12/29/20 06:00:00 PM,14.83,36.39,,,,,
1352,12/29/20 06:30:00 PM,14.99,36.36,,,,,
1353,12/29/20 07:00:00 PM,15.07,36.36,,,,,
1354,12/29/20 07:30:00 PM,14.96,36.32,,,,,
1355,12/29/20 08:00:00 PM,14.95,36.28,,,,,
1356,12/29/20 08:30:00 PM,15.03,36.28,,,,,
1357,12/29/20 09:00:00 PM,14.92,36.32,,,,,
1358,12/29/20 09:30:00 PM,14.90,36.32,,,,,
1359,12/29/20 10:00:00 PM,14.86,36.21,,,,,
1360,12/29/20 10:30:00 PM,14.81,36.21,,,,,
1361,12/29/20 11:00:00 PM,14.95,36.28,,,,,
1362,12/29/20 11:30:00 PM,14.86,36.18,,,,,
1363,12/30/20 12:00:00 AM,14.91,36.21,,,,,
1364,12/30/20 12:30:00 AM,14.91,36.21,,,,,
1365,12/30/20 01:00:00 AM,14.88,36.18,,,,,
1366,12/30/20 01:30:00 AM,14.71,36.10,,,,,
1367,12/30/20 02:00:00 AM,14.98,36.07,,,,,
1368,12/30/20 02:30:00 AM,15.03,36.07,,,,,
1369,12/30/20 03:00:00 AM,14.99,36.07,,,,,
1370,12/30/20 03:30:00 AM,14.98,36.14,,,,,
1371,12/30/20 04:00:00 AM,14.89,36.07,,,,,
1372,12/30/20 04:30:00 AM,14.94,36.03,,,,,
1373,12/30/20 05:00:00 AM,14.92,36.07,,,,,
1374,12/30/20 05:30:00 AM,14.91,36.07,,,,,
1375,12/30/20 06:00:00 AM,14.94,36.03,,,,,
1376,12/30/20 06:30:00 AM,14.91,36.03,,,,,
1377,12/30/20 07:00:00 AM,14.98,36.07,,,,,
1378,12/30/20 07:30:00 AM,14.74,36.07,,,,,
1379,12/30/20 08:00:00 AM,14.75,36.10,,,,,
1380,12/30/20 08:30:00 AM,14.74,36.00,,,,,
1381,12/30/20 09:00:00 AM,14.58,36.14,,,,,
1382,12/30/20 09:30:00 AM,14.64,36.14,,,,,
1383,12/30/20 10:00:00 AM,14.66,35.89,,,,,
1384,12/30/20 10:30:00 AM,14.73,35.78,,,,,
1385,12/30/20 11:00:00 AM,14.61,35.89,,,,,
1386,12/30/20 11:30:00 AM,14.56,35.67,,,,,
1387,12/30/20 12:00:00 PM,14.62,35.67,,,,,
1388,12/30/20 12:30:00 PM,14.57,35.78,,,,,
1389,12/30/20 01:00:00 PM,14.30,35.89,,,,,
1390,12/30/20 01:30:00 PM,14.29,35.89,,,,,
1391,12/30/20 02:00:00 PM,14.26,35.89,,,,,
1392,12/30/20 02:30:00 PM,14.06,35.92,,,,,
1393,12/30/20 03:00:00 PM,14.13,35.78,,,,,
1394,12/30/20 03:30:00 PM,14.20,35.74,,,,,
1395,12/30/20 04:00:00 PM,14.12,35.67,,,,,
1396,12/30/20 04:30:00 PM,14.41,35.64,,,,,
1397,12/30/20 05:00:00 PM,14.45,35.64,,,,,
1398,12/30/20 05:30:00 PM,14.38,35.67,,,,,
1399,12/30/20 06:00:00 PM,14.28,35.64,,,,,
1400,12/30/20 06:30:00 PM,13.74,35.60,,,,,
1401,12/30/20 07:00:00 PM,14.30,35.56,,,,,
1402,12/30/20 07:30:00 PM,14.41,35.64,,,,,
1403,12/30/20 08:00:00 PM,14.23,35.53,,,,,
1404,12/30/20 08:30:00 PM,13.93,35.53,,,,,
1405,12/30/20 09:00:00 PM,13.55,35.60,,,,,
1406,12/30/20 09:30:00 PM,13.66,35.60,,,,,
1407,12/30/20 10:00:00 PM,13.70,35.60,,,,,
1408,12/30/20 10:30:00 PM,14.14,35.56,,,,,
1409,12/30/20 11:00:00 PM,14.38,35.56,,,,,
1410,12/30/20 11:30:00 PM,14.09,35.56,,,,,
1411,12/31/20 12:00:00 AM,13.61,35.53,,,,,
1412,12/31/20 12:30:00 AM,13.79,35.53,,,,,
1413,12/31/20 01:00:00 AM,13.91,35.60,,,,,
1414,12/31/20 01:30:00 AM,14.21,35.56,,,,,
1415,12/31/20 02:00:00 AM,14.03,35.56,,,,,
1416,12/31/20 02:30:00 AM,14.11,35.49,,,,,
1417,12/31/20 03:00:00 AM,14.01,35.46,,,,,
1418,12/31/20 03:30:00 AM,14.14,35.42,,,,,
1419,12/31/20 04:00:00 AM,14.01,35.46,,,,,
1420,12/31/20 04:30:00 AM,13.68,35.49,,,,,
1421,12/31/20 05:00:00 AM,13.51,35.49,,,,,
1422,12/31/20 05:30:00 AM,13.94,35.49,,,,,
1423,12/31/20 06:00:00 AM,14.00,35.49,,,,,
1424,12/31/20 06:30:00 AM,13.94,35.42,,,,,
1425,12/31/20 07:00:00 AM,13.89,35.46,,,,,
1426,12/31/20 07:30:00 AM,13.51,35.42,,,,,
1427,12/31/20 08:00:00 AM,13.80,35.49,,,,,
1428,12/31/20 08:30:00 AM,13.85,35.46,,,,,
1429,12/31/20 09:00:00 AM,13.78,35.46,,,,,
1430,12/31/20 09:30:00 AM,13.61,35.46,,,,,
1431,12/31/20 10:00:00 AM,13.51,35.49,,,,,
1432,12/31/20 10:30:00 AM,13.55,35.46,,,,,
1433,12/31/20 11:00:00 AM,13.58,35.46,,,,,
1434,12/31/20 11:30:00 AM,13.44,35.49,,,,,
1435,12/31/20 12:00:00 PM,13.48,35.49,,,,,
1436,12/31/20 12:30:00 PM,13.09,35.49,,,,,
1437,12/31/20 01:00:00 PM,13.31,35.38,,,,,
1438,12/31/20 01:30:00 PM,13.27,35.49,,,,,
1439,12/31/20 02:00:00 PM,13.21,35.53,,,,,
1440,12/31/20 02:30:00 PM,13.24,35.60,,,,,
1441,12/31/20 03:00:00 PM,13.04,35.49,,,,,
1442,12/31/20 03:30:00 PM,13.03,35.46,,,,,
1443,12/31/20 04:00:00 PM,12.98,35.46,,,,,
1444,12/31/20 04:30:00 PM,13.19,35.35,,,,,
1445,12/31/20 05:00:00 PM,13.10,35.49,,,,,
1446,12/31/20 05:30:00 PM,13.06,35.38,,,,,
1447,12/31/20 06:00:00 PM,13.08,35.38,,,,,
1448,12/31/20 06:30:00 PM,13.06,35.38,,,,,
1449,12/31/20 07:00:00 PM,13.19,35.38,,,,,
1450,12/31/20 07:30:00 PM,13.20,35.35,,,,,
1451,12/31/20 08:00:00 PM,13.17,35.38,,,,,
1452,12/31/20 08:30:00 PM,13.21,35.38,,,,,
1453,12/31/20 09:00:00 PM,13.21,35.42,,,,,
1454,12/31/20 09:30:00 PM,13.04,35.49,,,,,
1455,12/31/20 10:00:00 PM,13.11,35.42,,,,,
1456,12/31/20 10:30:00 PM,13.04,35.46,,,,,
1457,12/31/20 11:00:00 PM,12.99,35.38,,,,,
1458,12/31/20 11:30:00 PM,13.02,35.38,,,,,
1459,01/01/21 12:00:00 AM,12.94,35.35,,,,,
1460,01/01/21 12:30:00 AM,12.94,35.42,,,,,
1461,01/01/21 01:00:00 AM,12.84,35.35,,,,,
1462,01/01/21 01:30:00 AM,12.85,35.35,,,,,
1463,01/01/21 02:00:00 AM,12.86,35.31,,,,,
1464,01/01/21 02:30:00 AM,12.81,35.38,,,,,
1465,01/01/21 03:00:00 AM,12.74,35.35,,,,,
1466,01/01/21 03:30:00 AM,12.74,35.35,,,,,
1467,01/01/21 04:00:00 AM,12.61,35.35,,,,,
1468,01/01/21 04:30:00 AM,12.81,35.38,,,,,
1469,01/01/21 05:00:00 AM,12.67,35.28,,,,,
1470,01/01/21 05:30:00 AM,12.66,35.31,,,,,
1471,01/01/21 06:00:00 AM,12.75,35.31,,,,,
1472,01/01/21 06:30:00 AM,12.64,35.28,,,,,
1473,01/01/21 07:00:00 AM,12.67,35.31,,,,,
1474,01/01/21 07:30:00 AM,12.55,35.35,,,,,
1475,01/01/21 08:00:00 AM,12.63,35.35,,,,,
1476,01/01/21 08:30:00 AM,12.60,35.38,,,,,
1477,01/01/21 09:00:00 AM,12.65,35.31,,,,,
1478,01/01/21 09:30:00 AM,12.58,35.31,,,,,
1479,01/01/21 10:00:00 AM,12.55,35.31,,,,,
1480,01/01/21 10:30:00 AM,12.60,35.31,,,,,
1481,01/01/21 11:00:00 AM,12.61,35.31,,,,,
1482,01/01/21 11:30:00 AM,12.47,35.35,,,,,
1483,01/01/21 12:00:00 PM,12.42,35.38,,,,,
1484,01/01/21 12:30:00 PM,12.37,35.49,,,,,
1485,01/01/21 01:00:00 PM,12.47,35.46,,,,,
1486,01/01/21 01:30:00 PM,12.32,35.42,,,,,
1487,01/01/21 02:00:00 PM,12.11,35.49,,,,,
1488,01/01/21 02:30:00 PM,11.96,35.60,,,,,
1489,01/01/21 03:00:00 PM,11.87,35.60,,,,,
1490,01/01/21 03:30:00 PM,11.89,35.60,,,,,
1491,01/01/21 04:00:00 PM,12.07,35.38,,,,,
1492,01/01/21 04:30:00 PM,12.09,35.49,,,,,
1493,01/01/21 05:00:00 PM,12.03,35.49,,,,,
1494,01/01/21 05:30:00 PM,11.94,35.56,,,,,
1495,01/01/21 06:00:00 PM,12.01,35.49,,,,,
1496,01/01/21 06:30:00 PM,11.95,35.49,,,,,
1497,01/01/21 07:00:00 PM,11.92,35.46,,,,,
1498,01/01/21 07:30:00 PM,11.98,35.42,,,,,
1499,01/01/21 08:00:00 PM,11.94,35.42,,,,,
1500,01/01/21 08:30:00 PM,11.88,35.49,,,,,
1501,01/01/21 09:00:00 PM,11.74,35.46,,,,,
1502,01/01/21 09:30:00 PM,11.71,35.46,,,,,
1503,01/01/21 10:00:00 PM,11.68,35.46,,,,,
1504,01/01/21 10:30:00 PM,11.71,35.46,,,,,
1505,01/01/21 11:00:00 PM,11.71,35.46,,,,,
1506,01/01/21 11:30:00 PM,11.70,35.42,,,,,
1507,01/02/21 12:00:00 AM,11.73,35.46,,,,,
1508,01/02/21 12:30:00 AM,11.68,35.46,,,,,
1509,01/02/21 01:00:00 AM,11.64,35.42,,,,,
1510,01/02/21 01:30:00 AM,11.65,35.42,,,,,
1511,01/02/21 02:00:00 AM,11.71,35.38,,,,,
1512,01/02/21 02:30:00 AM,11.80,35.38,,,,,
1513,01/02/21 03:00:00 AM,11.68,35.38,,,,,
1514,01/02/21 03:30:00 AM,11.63,35.38,,,,,
1515,01/02/21 04:00:00 AM,11.55,35.38,,,,,
1516,01/02/21 04:30:00 AM,11.52,35.38,,,,,
1517,01/02/21 05:00:00 AM,11.55,35.35,,,,,
1518,01/02/21 05:30:00 AM,11.51,35.38,,,,,
1519,01/02/21 06:00:00 AM,11.53,35.46,,,,,
1520,01/02/21 06:30:00 AM,11.49,35.35,,,,,
1521,01/02/21 07:00:00 AM,11.44,35.35,,,,,
1522,01/02/21 07:30:00 AM,11.34,35.35,,,,,
1523,01/02/21 08:00:00 AM,11.29,35.35,,,,,
1524,01/02/21 08:30:00 AM,11.26,35.42,,,,,
1525,01/02/21 09:00:00 AM,11.21,35.38,,,,,
1526,01/02/21 09:30:00 AM,11.12,35.46,,,,,
1527,01/02/21 10:00:00 AM,11.21,35.31,,,,,
1528,01/02/21 10:30:00 AM,11.22,35.35,,,,,
1529,01/02/21 11:00:00 AM,11.20,35.35,,,,,
1530,01/02/21 11:30:00 AM,11.26,35.35,,,,,
1531,01/02/21 12:00:00 PM,11.37,35.35,,,,,
1532,01/02/21 12:30:00 PM,11.19,35.49,,,,,
1533,01/02/21 01:00:00 PM,11.12,35.49,,,,,
1534,01/02/21 01:30:00 PM,11.26,35.46,,,,,
1535,01/02/21 02:00:00 PM,11.36,35.35,,,,,
1536,01/02/21 02:30:00 PM,11.30,35.42,,,,,
1537,01/02/21 03:00:00 PM,11.29,35.42,,,,,
1538,01/02/21 03:30:00 PM,11.19,35.38,,,,,
1539,01/02/21 04:00:00 PM,11.10,35.46,,,,,
1540,01/02/21 04:30:00 PM,11.10,35.38,,,,,
1541,01/02/21 05:00:00 PM,11.21,35.35,,,,,
1542,01/02/21 05:30:00 PM,11.19,35.46,,,,,
1543,01/02/21 06:00:00 PM,11.12,35.35,,,,,
1544,01/02/21 06:30:00 PM,11.02,35.35,,,,,
1545,01/02/21 07:00:00 PM,11.00,35.49,,,,,
1546,01/02/21 07:30:00 PM,10.88,35.49,,,,,
1547,01/02/21 08:00:00 PM,10.88,35.42,,,,,
1548,01/02/21 08:30:00 PM,10.91,35.46,,,,,
1549,01/02/21 09:00:00 PM,10.84,35.49,,,,,
1550,01/02/21 09:30:00 PM,10.88,35.42,,,,,
1551,01/02/21 10:00:00 PM,10.83,35.46,,,,,
1552,01/02/21 10:30:00 PM,10.84,35.38,,,,,
1553,01/02/21 11:00:00 PM,10.86,35.38,,,,,
1554,01/02/21 11:30:00 PM,10.83,35.42,,,,,
1555,01/03/21 12:00:00 AM,10.79,35.46,,,,,
1556,01/03/21 12:30:00 AM,10.77,35.35,,,,,
1557,01/03/21 01:00:00 AM,10.69,35.38,,,,,
1558,01/03/21 01:30:00 AM,10.67,35.35,,,,,
1559,01/03/21 02:00:00 AM,10.57,35.35,,,,,
1560,01/03/21 02:30:00 AM,10.68,35.35,,,,,
1561,01/03/21 03:00:00 AM,10.71,35.35,,,,,
1562,01/03/21 03:30:00 AM,10.60,35.35,,,,,
1563,01/03/21 04:00:00 AM,10.55,35.35,,,,,
1564,01/03/21 04:30:00 AM,10.68,35.31,,,,,
1565,01/03/21 05:00:00 AM,10.53,35.24,,,,,
1566,01/03/21 05:30:00 AM,10.70,35.31,,,,,
1567,01/03/21 06:00:00 AM,10.72,35.31,,,,,
1568,01/03/21 06:30:00 AM,10.75,35.24,,,,,
1569,01/03/21 07:00:00 AM,10.80,35.31,,,,,
1570,01/03/21 07:30:00 AM,10.70,35.35,,,,,
1571,01/03/21 08:00:00 AM,10.66,35.31,,,,,
1572,01/03/21 08:30:00 AM,10.74,35.35,,,,,
1573,01/03/21 09:00:00 AM,10.77,35.38,,,,,
1574,01/03/21 09:30:00 AM,10.76,35.31,,,,,
1575,01/03/21 10:00:00 AM,10.69,35.31,,,,,
1576,01/03/21 10:30:00 AM,10.87,35.28,,,,,
1577,01/03/21 11:00:00 AM,10.82,35.38,,,,,
1578,01/03/21 11:30:00 AM,10.61,35.31,,,,,
1579,01/03/21 12:00:00 PM,10.77,35.35,,,,,
1580,01/03/21 12:30:00 PM,10.65,35.38,,,,,
1581,01/03/21 01:00:00 PM,10.61,35.35,,,,,
1582,01/03/21 01:30:00 PM,10.76,35.35,,,,,
1583,01/03/21 02:00:00 PM,10.71,35.35,,,,,
1584,01/03/21 02:30:00 PM,10.65,35.38,,,,,
1585,01/03/21 03:00:00 PM,10.68,35.38,,,,,
1586,01/03/21 03:30:00 PM,10.68,35.35,,,,,
1587,01/03/21 04:00:00 PM,10.72,35.31,,,,,
1588,01/03/21 04:30:00 PM,10.72,35.35,,,,,
1589,01/03/21 05:00:00 PM,10.67,35.35,,,,,
1590,01/03/21 05:30:00 PM,10.77,35.31,,,,,
1591,01/03/21 06:00:00 PM,10.62,35.38,,,,,
1592,01/03/21 06:30:00 PM,10.49,35.42,,,,,
1593,01/03/21 07:00:00 PM,10.50,35.35,,,,,
1594,01/03/21 07:30:00 PM,10.54,35.35,,,,,
1595,01/03/21 08:00:00 PM,10.62,35.42,,,,,
1596,01/03/21 08:30:00 PM,10.62,35.38,,,,,
1597,01/03/21 09:00:00 PM,10.43,35.42,,,,,
1598,01/03/21 09:30:00 PM,10.46,35.31,,,,,
1599,01/03/21 10:00:00 PM,10.57,35.31,,,,,
1600,01/03/21 10:30:00 PM,10.54,35.35,,,,,
1601,01/03/21 11:00:00 PM,10.24,35.35,,,,,
1602,01/03/21 11:30:00 PM,10.40,35.35,,,,,
1603,01/04/21 12:00:00 AM,10.46,35.31,,,,,
1604,01/04/21 12:30:00 AM,10.49,35.35,,,,,
1605,01/04/21 01:00:00 AM,10.38,35.35,,,,,
1606,01/04/21 01:30:00 AM,10.54,35.31,,,,,
1607,01/04/21 02:00:00 AM,10.41,35.31,,,,,
1608,01/04/21 02:30:00 AM,10.43,35.28,,,,,
1609,01/04/21 03:00:00 AM,10.66,35.31,,,,,
1610,01/04/21 03:30:00 AM,10.60,35.31,,,,,
1611,01/04/21 04:00:00 AM,10.53,35.31,,,,,
1612,01/04/21 04:30:00 AM,10.59,35.31,,,,,
1613,01/04/21 05:00:00 AM,10.63,35.24,,,,,
1614,01/04/21 05:30:00 AM,10.66,35.28,,,,,
1615,01/04/21 06:00:00 AM,10.68,35.24,,,,,
1616,01/04/21 06:30:00 AM,10.60,35.24,,,,,
1617,01/04/21 07:00:00 AM,10.78,35.28,,,,,
1618,01/04/21 07:30:00 AM,10.71,35.31,,,,,
1619,01/04/21 08:00:00 AM,10.75,35.28,,,,,
1620,01/04/21 08:30:00 AM,10.60,35.20,,,,,
1621,01/04/21 09:00:00 AM,10.87,35.24,,,,,
1622,01/04/21 09:30:00 AM,10.74,35.31,,,,,
1623,01/04/21 10:00:00 AM,10.69,35.38,,,,,
1624,01/04/21 10:30:00 AM,10.61,35.24,,,,,
1625,01/04/21 11:00:00 AM,10.63,35.35,,,,,
1626,01/04/21 11:30:00 AM,10.80,35.28,,,,,
1627,01/04/21 12:00:00 PM,10.87,35.24,,,,,
1628,01/04/21 12:30:00 PM,10.80,35.28,,,,,
1629,01/04/21 01:00:00 PM,10.65,35.31,,,,,
1630,01/04/21 01:30:00 PM,10.88,35.28,,,,,
1631,01/04/21 02:00:00 PM,10.83,35.31,,,,,
1632,01/04/21 02:30:00 PM,10.91,35.28,,,,,
1633,01/04/21 03:00:00 PM,10.83,35.31,,,,,
1634,01/04/21 03:30:00 PM,10.85,35.35,,,,,
1635,01/04/21 04:00:00 PM,10.72,35.35,,,,,
1636,01/04/21 04:30:00 PM,10.80,35.24,,,,,
