"Plot Title: 11009652"
"#","Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 11009652, SEN S/N: 11009652, LBL: DO)","Temp, °F (LGR S/N: 11009652, SEN S/N: 11009652, LBL: Temp)","Coupler Attached (LGR S/N: 11009652)","Coupler Detached (LGR S/N: 11009652)","Host Connected (LGR S/N: 11009652)","Stopped (LGR S/N: 11009652)","End Of File (LGR S/N: 11009652)"
1339,12/17/21 09:00:00 AM,7.55,38.16,,,,,
1340,12/17/21 09:30:00 AM,7.54,38.19,,,,,
1341,12/17/21 10:00:00 AM,7.49,38.19,,,,,
1342,12/17/21 10:30:00 AM,7.45,38.23,,,,,
1343,12/17/21 11:00:00 AM,7.50,38.23,,,,,
1344,12/17/21 11:30:00 AM,7.78,38.16,,,,,
1345,12/17/21 12:00:00 PM,7.96,38.16,,,,,
1346,12/17/21 12:30:00 PM,8.08,38.19,,,,,
1347,12/17/21 01:00:00 PM,8.06,38.19,,,,,
1348,12/17/21 01:30:00 PM,8.09,38.23,,,,,
1349,12/17/21 02:00:00 PM,8.12,38.26,,,,,
1350,12/17/21 02:30:00 PM,8.30,38.23,,,,,
1351,12/17/21 03:00:00 PM,8.46,38.19,,,,,
1352,12/17/21 03:30:00 PM,8.44,38.23,,,,,
1353,12/17/21 04:00:00 PM,8.31,38.23,,,,,
1354,12/17/21 04:30:00 PM,8.40,38.23,,,,,
1355,12/17/21 05:00:00 PM,8.38,38.26,,,,,
1356,12/17/21 05:30:00 PM,8.38,38.26,,,,,
1357,12/17/21 06:00:00 PM,8.22,38.26,,,,,
1358,12/17/21 06:30:00 PM,8.18,38.30,,,,,
1359,12/17/21 07:00:00 PM,8.18,38.26,,,,,
1360,12/17/21 07:30:00 PM,8.17,38.34,,,,,
1361,12/17/21 08:00:00 PM,8.11,38.34,,,,,
1362,12/17/21 08:30:00 PM,8.01,38.37,,,,,
1363,12/17/21 09:00:00 PM,8.01,38.34,,,,,
1364,12/17/21 09:30:00 PM,8.05,38.34,,,,,
1365,12/17/21 10:00:00 PM,7.94,38.37,,,,,
1366,12/17/21 10:30:00 PM,8.04,38.37,,,,,
1367,12/17/21 11:00:00 PM,8.05,38.37,,,,,
1368,12/17/21 11:30:00 PM,7.91,38.37,,,,,
1369,12/18/21 12:00:00 AM,7.87,38.41,,,,,
1370,12/18/21 12:30:00 AM,7.75,38.41,,,,,
1371,12/18/21 01:00:00 AM,7.69,38.41,,,,,
1372,12/18/21 01:30:00 AM,7.70,38.41,,,,,
1373,12/18/21 02:00:00 AM,7.65,38.41,,,,,
1374,12/18/21 02:30:00 AM,7.59,38.41,,,,,
1375,12/18/21 03:00:00 AM,7.56,38.44,,,,,
1376,12/18/21 03:30:00 AM,7.49,38.44,,,,,
1377,12/18/21 04:00:00 AM,7.41,38.48,,,,,
1378,12/18/21 04:30:00 AM,7.39,38.52,,,,,
1379,12/18/21 05:00:00 AM,7.38,38.52,,,,,
1380,12/18/21 05:30:00 AM,7.33,38.52,,,,,
1381,12/18/21 06:00:00 AM,7.30,38.52,,,,,
1382,12/18/21 06:30:00 AM,7.39,38.52,,,,,
1383,12/18/21 07:00:00 AM,7.31,38.52,,,,,
1384,12/18/21 07:30:00 AM,7.25,38.52,,,,,
1385,12/18/21 08:00:00 AM,7.51,38.44,,,,,
1386,12/18/21 08:30:00 AM,7.75,38.44,,,,,
1387,12/18/21 09:00:00 AM,7.70,38.44,,,,,
1388,12/18/21 09:30:00 AM,7.64,38.44,,,,,
1389,12/18/21 10:00:00 AM,7.65,38.44,,,,,
1390,12/18/21 10:30:00 AM,7.83,38.44,,,,,
1391,12/18/21 11:00:00 AM,7.88,38.41,,,,,
1392,12/18/21 11:30:00 AM,8.18,38.37,,,,,
1393,12/18/21 12:00:00 PM,8.32,38.34,,,,,
1394,12/18/21 12:30:00 PM,8.42,38.34,,,,,
1395,12/18/21 01:00:00 PM,8.41,38.37,,,,,
1396,12/18/21 01:30:00 PM,8.38,38.41,,,,,
1397,12/18/21 02:00:00 PM,8.59,38.37,,,,,
1398,12/18/21 02:30:00 PM,8.90,38.26,,,,,
1399,12/18/21 03:00:00 PM,8.87,38.30,,,,,
1400,12/18/21 03:30:00 PM,8.81,38.34,,,,,
1401,12/18/21 04:00:00 PM,8.74,38.34,,,,,
1402,12/18/21 04:30:00 PM,8.83,38.34,,,,,
1403,12/18/21 05:00:00 PM,8.73,38.34,,,,,
1404,12/18/21 05:30:00 PM,8.68,38.37,,,,,
1405,12/18/21 06:00:00 PM,8.62,38.37,,,,,
1406,12/18/21 06:30:00 PM,8.55,38.41,,,,,
1407,12/18/21 07:00:00 PM,8.53,38.41,,,,,
1408,12/18/21 07:30:00 PM,8.50,38.48,,,,,
1409,12/18/21 08:00:00 PM,8.51,38.52,,,,,
1410,12/18/21 08:30:00 PM,8.49,38.52,,,,,
1411,12/18/21 09:00:00 PM,8.47,38.52,,,,,
1412,12/18/21 09:30:00 PM,8.38,38.52,,,,,
1413,12/18/21 10:00:00 PM,8.33,38.48,,,,,
1414,12/18/21 10:30:00 PM,8.32,38.52,,,,,
1415,12/18/21 11:00:00 PM,8.26,38.52,,,,,
1416,12/18/21 11:30:00 PM,8.13,38.52,,,,,
1417,12/19/21 12:00:00 AM,8.08,38.55,,,,,
1418,12/19/21 12:30:00 AM,8.22,38.55,,,,,
1419,12/19/21 01:00:00 AM,8.11,38.55,,,,,
1420,12/19/21 01:30:00 AM,8.00,38.55,,,,,
1421,12/19/21 02:00:00 AM,7.97,38.55,,,,,
1422,12/19/21 02:30:00 AM,7.96,38.59,,,,,
1423,12/19/21 03:00:00 AM,7.97,38.59,,,,,
1424,12/19/21 03:30:00 AM,7.99,38.59,,,,,
1425,12/19/21 04:00:00 AM,7.93,38.62,,,,,
1426,12/19/21 04:30:00 AM,7.88,38.62,,,,,
1427,12/19/21 05:00:00 AM,7.85,38.62,,,,,
1428,12/19/21 05:30:00 AM,7.86,38.62,,,,,
1429,12/19/21 06:00:00 AM,7.86,38.62,,,,,
1430,12/19/21 06:30:00 AM,7.85,38.62,,,,,
1431,12/19/21 07:00:00 AM,7.83,38.66,,,,,
1432,12/19/21 07:30:00 AM,7.74,38.70,,,,,
1433,12/19/21 08:00:00 AM,7.95,38.59,,,,,
1434,12/19/21 08:30:00 AM,8.58,38.44,,,,,
1435,12/19/21 09:00:00 AM,8.72,38.44,,,,,
1436,12/19/21 09:30:00 AM,8.69,38.55,,,,,
1437,12/19/21 10:00:00 AM,8.40,38.55,,,,,
1438,12/19/21 10:30:00 AM,8.72,38.44,,,,,
1439,12/19/21 11:00:00 AM,9.01,38.37,,,,,
1440,12/19/21 11:30:00 AM,9.01,38.37,,,,,
1441,12/19/21 12:00:00 PM,9.13,38.41,,,,,
1442,12/19/21 12:30:00 PM,9.05,38.41,,,,,
1443,12/19/21 01:00:00 PM,9.19,38.37,,,,,
1444,12/19/21 01:30:00 PM,9.20,38.41,,,,,
1445,12/19/21 02:00:00 PM,9.21,38.41,,,,,
1446,12/19/21 02:30:00 PM,9.20,38.41,,,,,
1447,12/19/21 03:00:00 PM,9.18,38.44,,,,,
1448,12/19/21 03:30:00 PM,9.17,38.44,,,,,
1449,12/19/21 04:00:00 PM,9.35,38.44,,,,,
1450,12/19/21 04:30:00 PM,9.57,38.37,,,,,
1451,12/19/21 05:00:00 PM,9.55,38.37,,,,,
1452,12/19/21 05:30:00 PM,9.41,38.41,,,,,
1453,12/19/21 06:00:00 PM,9.27,38.44,,,,,
1454,12/19/21 06:30:00 PM,9.18,38.44,,,,,
1455,12/19/21 07:00:00 PM,9.08,38.48,,,,,
1456,12/19/21 07:30:00 PM,9.01,38.52,,,,,
1457,12/19/21 08:00:00 PM,8.95,38.48,,,,,
1458,12/19/21 08:30:00 PM,8.98,38.52,,,,,
1459,12/19/21 09:00:00 PM,8.92,38.52,,,,,
1460,12/19/21 09:30:00 PM,8.81,38.55,,,,,
1461,12/19/21 10:00:00 PM,8.90,38.52,,,,,
1462,12/19/21 10:30:00 PM,8.86,38.55,,,,,
1463,12/19/21 11:00:00 PM,8.83,38.55,,,,,
1464,12/19/21 11:30:00 PM,8.82,38.59,,,,,
1465,12/20/21 12:00:00 AM,8.85,38.59,,,,,
1466,12/20/21 12:30:00 AM,8.84,38.59,,,,,
1467,12/20/21 01:00:00 AM,8.78,38.59,,,,,
1468,12/20/21 01:30:00 AM,8.77,38.59,,,,,
1469,12/20/21 02:00:00 AM,8.72,38.59,,,,,
1470,12/20/21 02:30:00 AM,8.71,38.62,,,,,
1471,12/20/21 03:00:00 AM,8.60,38.62,,,,,
1472,12/20/21 03:30:00 AM,8.47,38.62,,,,,
1473,12/20/21 04:00:00 AM,8.46,38.59,,,,,
1474,12/20/21 04:30:00 AM,8.40,38.66,,,,,
1475,12/20/21 05:00:00 AM,8.35,38.62,,,,,
1476,12/20/21 05:30:00 AM,8.26,38.66,,,,,
1477,12/20/21 06:00:00 AM,8.24,38.66,,,,,
1478,12/20/21 06:30:00 AM,8.23,38.70,,,,,
1479,12/20/21 07:00:00 AM,8.17,38.70,,,,,
1480,12/20/21 07:30:00 AM,8.20,38.62,,,,,
1481,12/20/21 08:00:00 AM,8.53,38.62,,,,,
1482,12/20/21 08:30:00 AM,8.41,38.59,,,,,
1483,12/20/21 09:00:00 AM,8.59,38.62,,,,,
1484,12/20/21 09:30:00 AM,8.56,38.62,,,,,
1485,12/20/21 10:00:00 AM,8.74,38.59,,,,,
1486,12/20/21 10:30:00 AM,8.71,38.59,,,,,
1487,12/20/21 11:00:00 AM,8.81,38.59,,,,,
1488,12/20/21 11:30:00 AM,8.89,38.62,,,,,
1489,12/20/21 12:00:00 PM,9.01,38.62,,,,,
1490,12/20/21 12:30:00 PM,9.08,38.59,,,,,
1491,12/20/21 01:00:00 PM,9.26,38.55,,,,,
1492,12/20/21 01:30:00 PM,9.40,38.52,,,,,
1493,12/20/21 02:00:00 PM,9.54,38.48,,,,,
1494,12/20/21 02:30:00 PM,9.50,38.48,,,,,
1495,12/20/21 03:00:00 PM,9.41,38.52,,,,,
1496,12/20/21 03:30:00 PM,9.47,38.52,,,,,
1497,12/20/21 04:00:00 PM,9.61,38.52,,,,,
1498,12/20/21 04:30:00 PM,9.65,38.52,,,,,
1499,12/20/21 05:00:00 PM,9.59,38.52,,,,,
1500,12/20/21 05:30:00 PM,9.47,38.52,,,,,
1501,12/20/21 06:00:00 PM,9.43,38.55,,,,,
1502,12/20/21 06:30:00 PM,9.58,38.55,,,,,
1503,12/20/21 07:00:00 PM,9.59,38.59,,,,,
1504,12/20/21 07:30:00 PM,9.53,38.59,,,,,
1505,12/20/21 08:00:00 PM,9.39,38.59,,,,,
1506,12/20/21 08:30:00 PM,9.40,38.59,,,,,
1507,12/20/21 09:00:00 PM,9.38,38.59,,,,,
1508,12/20/21 09:30:00 PM,9.30,38.59,,,,,
1509,12/20/21 10:00:00 PM,9.26,38.59,,,,,
1510,12/20/21 10:30:00 PM,9.26,38.59,,,,,
1511,12/20/21 11:00:00 PM,9.16,38.62,,,,,
1512,12/20/21 11:30:00 PM,9.09,38.62,,,,,
1513,12/21/21 12:00:00 AM,8.96,38.62,,,,,
1514,12/21/21 12:30:00 AM,9.11,38.62,,,,,
1515,12/21/21 01:00:00 AM,9.01,38.62,,,,,
1516,12/21/21 01:30:00 AM,8.95,38.59,,,,,
1517,12/21/21 02:00:00 AM,8.99,38.62,,,,,
1518,12/21/21 02:30:00 AM,9.02,38.62,,,,,
1519,12/21/21 03:00:00 AM,8.91,38.62,,,,,
1520,12/21/21 03:30:00 AM,8.90,38.62,,,,,
1521,12/21/21 04:00:00 AM,8.80,38.62,,,,,
1522,12/21/21 04:30:00 AM,8.75,38.62,,,,,
1523,12/21/21 05:00:00 AM,8.67,38.62,,,,,
1524,12/21/21 05:30:00 AM,8.84,38.62,,,,,
1525,12/21/21 06:00:00 AM,8.99,38.62,,,,,
1526,12/21/21 06:30:00 AM,8.93,38.62,,,,,
1527,12/21/21 07:00:00 AM,8.67,38.66,,,,,
1528,12/21/21 07:30:00 AM,9.28,38.62,,,,,
1529,12/21/21 08:00:00 AM,9.38,38.59,,,,,
1530,12/21/21 08:30:00 AM,9.30,38.59,,,,,
1531,12/21/21 09:00:00 AM,9.25,38.59,,,,,
1532,12/21/21 09:30:00 AM,9.30,38.59,,,,,
1533,12/21/21 10:00:00 AM,9.27,38.59,,,,,
1534,12/21/21 10:30:00 AM,9.26,38.59,,,,,
1535,12/21/21 11:00:00 AM,9.34,38.55,,,,,
1536,12/21/21 11:30:00 AM,9.39,38.55,,,,,
1537,12/21/21 12:00:00 PM,9.40,38.55,,,,,
1538,12/21/21 12:30:00 PM,9.39,38.59,,,,,
1539,12/21/21 01:00:00 PM,9.61,38.52,,,,,
1540,12/21/21 01:30:00 PM,9.76,38.48,,,,,
1541,12/21/21 02:00:00 PM,9.76,38.48,,,,,
1542,12/21/21 02:30:00 PM,9.81,38.48,,,,,
1543,12/21/21 03:00:00 PM,9.89,38.48,,,,,
1544,12/21/21 03:30:00 PM,9.80,38.48,,,,,
1545,12/21/21 04:00:00 PM,9.79,38.44,,,,,
1546,12/21/21 04:30:00 PM,9.83,38.44,,,,,
1547,12/21/21 05:00:00 PM,9.98,38.41,,,,,
1548,12/21/21 05:30:00 PM,9.75,38.48,,,,,
1549,12/21/21 06:00:00 PM,9.67,38.52,,,,,
1550,12/21/21 06:30:00 PM,9.59,38.55,,,,,
1551,12/21/21 07:00:00 PM,9.46,38.55,,,,,
1552,12/21/21 07:30:00 PM,9.41,38.55,,,,,
1553,12/21/21 08:00:00 PM,9.39,38.55,,,,,
1554,12/21/21 08:30:00 PM,9.25,38.52,,,,,
1555,12/21/21 09:00:00 PM,9.17,38.52,,,,,
1556,12/21/21 09:30:00 PM,9.09,38.52,,,,,
1557,12/21/21 10:00:00 PM,9.12,38.52,,,,,
1558,12/21/21 10:30:00 PM,8.98,38.52,,,,,
1559,12/21/21 11:00:00 PM,9.02,38.52,,,,,
1560,12/21/21 11:30:00 PM,8.95,38.55,,,,,
1561,12/22/21 12:00:00 AM,8.82,38.55,,,,,
1562,12/22/21 12:30:00 AM,8.82,38.55,,,,,
1563,12/22/21 01:00:00 AM,8.82,38.52,,,,,
1564,12/22/21 01:30:00 AM,8.78,38.52,,,,,
1565,12/22/21 02:00:00 AM,8.75,38.52,,,,,
1566,12/22/21 02:30:00 AM,8.76,38.48,,,,,
1567,12/22/21 03:00:00 AM,8.68,38.52,,,,,
1568,12/22/21 03:30:00 AM,8.59,38.52,,,,,
1569,12/22/21 04:00:00 AM,8.55,38.52,,,,,
1570,12/22/21 04:30:00 AM,8.46,38.52,,,,,
1571,12/22/21 05:00:00 AM,8.46,38.52,,,,,
1572,12/22/21 05:30:00 AM,8.39,38.52,,,,,
1573,12/22/21 06:00:00 AM,8.32,38.55,,,,,
1574,12/22/21 06:30:00 AM,8.20,38.55,,,,,
1575,12/22/21 07:00:00 AM,8.31,38.52,,,,,
1576,12/22/21 07:30:00 AM,8.26,38.48,,,,,
1577,12/22/21 08:00:00 AM,8.15,38.48,,,,,
1578,12/22/21 08:30:00 AM,8.23,38.48,,,,,
1579,12/22/21 09:00:00 AM,8.50,38.48,,,,,
1580,12/22/21 09:30:00 AM,8.56,38.52,,,,,
1581,12/22/21 10:00:00 AM,8.55,38.52,,,,,
1582,12/22/21 10:30:00 AM,8.68,38.52,,,,,
1583,12/22/21 11:00:00 AM,8.65,38.52,,,,,
1584,12/22/21 11:30:00 AM,8.67,38.52,,,,,
1585,12/22/21 12:00:00 PM,8.51,38.52,,,,,
1586,12/22/21 12:30:00 PM,8.33,38.52,,,,,
1587,12/22/21 01:00:00 PM,8.23,38.55,,,,,
1588,12/22/21 01:30:00 PM,8.50,38.52,,,,,
1589,12/22/21 02:00:00 PM,8.87,38.41,,,,,
1590,12/22/21 02:30:00 PM,9.01,38.37,,,,,
1591,12/22/21 03:00:00 PM,9.00,38.44,,,,,
1592,12/22/21 03:30:00 PM,9.05,38.44,,,,,
1593,12/22/21 04:00:00 PM,8.95,38.44,,,,,
1594,12/22/21 04:30:00 PM,8.89,38.52,,,,,
1595,12/22/21 05:00:00 PM,8.95,38.52,,,,,
1596,12/22/21 05:30:00 PM,8.82,38.55,,,,,
1597,12/22/21 06:00:00 PM,8.65,38.55,,,,,
1598,12/22/21 06:30:00 PM,8.64,38.55,,,,,
1599,12/22/21 07:00:00 PM,8.59,38.55,,,,,
1600,12/22/21 07:30:00 PM,8.50,38.55,,,,,
1601,12/22/21 08:00:00 PM,8.50,38.55,,,,,
1602,12/22/21 08:30:00 PM,8.49,38.59,,,,,
1603,12/22/21 09:00:00 PM,8.42,38.62,,,,,
1604,12/22/21 09:30:00 PM,8.36,38.66,,,,,
1605,12/22/21 10:00:00 PM,8.37,38.66,,,,,
1606,12/22/21 10:30:00 PM,8.33,38.66,,,,,
1607,12/22/21 11:00:00 PM,8.49,38.59,,,,,
1608,12/22/21 11:30:00 PM,8.55,38.59,,,,,
1609,12/23/21 12:00:00 AM,8.67,38.59,,,,,
1610,12/23/21 12:30:00 AM,8.65,38.62,,,,,
1611,12/23/21 01:00:00 AM,8.59,38.62,,,,,
1612,12/23/21 01:30:00 AM,8.56,38.62,,,,,
1613,12/23/21 02:00:00 AM,8.57,38.66,,,,,
1614,12/23/21 02:30:00 AM,8.37,38.70,,,,,
1615,12/23/21 03:00:00 AM,8.42,38.70,,,,,
1616,12/23/21 03:30:00 AM,8.47,38.70,,,,,
1617,12/23/21 04:00:00 AM,8.57,38.70,,,,,
1618,12/23/21 04:30:00 AM,8.49,38.70,,,,,
1619,12/23/21 05:00:00 AM,8.33,38.73,,,,,
1620,12/23/21 05:30:00 AM,8.26,38.73,,,,,
1621,12/23/21 06:00:00 AM,8.12,38.73,,,,,
1622,12/23/21 06:30:00 AM,8.05,38.73,,,,,
1623,12/23/21 07:00:00 AM,8.02,38.73,,,,,
1624,12/23/21 07:30:00 AM,7.96,38.77,,,,,
1625,12/23/21 08:00:00 AM,8.23,38.70,,,,,
1626,12/23/21 08:30:00 AM,8.50,38.62,,,,,
1627,12/23/21 09:00:00 AM,8.58,38.66,,,,,
1628,12/23/21 09:30:00 AM,8.68,38.66,,,,,
1629,12/23/21 10:00:00 AM,8.74,38.62,,,,,
1630,12/23/21 10:30:00 AM,9.07,38.62,,,,,
1631,12/23/21 11:00:00 AM,9.12,38.62,,,,,
1632,12/23/21 11:30:00 AM,9.28,38.66,,,,,
1633,12/23/21 12:00:00 PM,9.54,38.70,,,,,
1634,12/23/21 12:30:00 PM,9.53,38.70,,,,,
1635,12/23/21 01:00:00 PM,9.62,38.73,,,,,
1636,12/23/21 01:30:00 PM,9.61,38.77,,,,,
1637,12/23/21 02:00:00 PM,9.82,38.84,,,,,
1638,12/23/21 02:30:00 PM,10.04,38.88,,,,,
1639,12/23/21 03:00:00 PM,10.04,38.84,,,,,
1640,12/23/21 03:30:00 PM,10.30,38.84,,,,,
1641,12/23/21 04:00:00 PM,10.42,38.88,,,,,
1642,12/23/21 04:30:00 PM,10.39,38.88,,,,,
1643,12/23/21 05:00:00 PM,10.46,38.88,,,,,
1644,12/23/21 05:30:00 PM,10.35,38.88,,,,,
1645,12/23/21 06:00:00 PM,10.30,38.88,,,,,
1646,12/23/21 06:30:00 PM,10.04,38.91,,,,,
1647,12/23/21 07:00:00 PM,9.92,38.91,,,,,
1648,12/23/21 07:30:00 PM,9.90,38.91,,,,,
1649,12/23/21 08:00:00 PM,9.85,38.95,,,,,
1650,12/23/21 08:30:00 PM,9.89,38.95,,,,,
1651,12/23/21 09:00:00 PM,9.77,38.91,,,,,
1652,12/23/21 09:30:00 PM,9.77,38.91,,,,,
1653,12/23/21 10:00:00 PM,9.81,38.91,,,,,
1654,12/23/21 10:30:00 PM,9.84,38.95,,,,,
1655,12/23/21 11:00:00 PM,10.00,38.95,,,,,
1656,12/23/21 11:30:00 PM,9.92,38.95,,,,,
1657,12/24/21 12:00:00 AM,9.81,38.95,,,,,
1658,12/24/21 12:30:00 AM,9.82,38.95,,,,,
1659,12/24/21 01:00:00 AM,9.76,38.95,,,,,
1660,12/24/21 01:30:00 AM,9.70,38.95,,,,,
1661,12/24/21 02:00:00 AM,9.94,38.95,,,,,
1662,12/24/21 02:30:00 AM,10.11,38.98,,,,,
1663,12/24/21 03:00:00 AM,9.80,38.98,,,,,
1664,12/24/21 03:30:00 AM,9.85,38.98,,,,,
1665,12/24/21 04:00:00 AM,9.80,39.02,,,,,
1666,12/24/21 04:30:00 AM,9.74,39.02,,,,,
1667,12/24/21 05:00:00 AM,9.64,39.06,,,,,
1668,12/24/21 05:30:00 AM,9.39,39.06,,,,,
1669,12/24/21 06:00:00 AM,8.62,39.02,,,,,
1670,12/24/21 06:30:00 AM,8.15,39.02,,,,,
1671,12/24/21 07:00:00 AM,7.49,39.09,,,,,
1672,12/24/21 07:30:00 AM,7.41,39.09,,,,,
1673,12/24/21 08:00:00 AM,7.82,39.09,,,,,
1674,12/24/21 08:30:00 AM,8.21,39.02,,,,,
1675,12/24/21 09:00:00 AM,8.62,38.98,,,,,
1676,12/24/21 09:30:00 AM,9.40,38.70,,,,,
1677,12/24/21 10:00:00 AM,10.17,38.52,,,,,
1678,12/24/21 10:30:00 AM,10.20,38.55,,,,,
1679,12/24/21 11:00:00 AM,10.07,38.55,,,,,
1680,12/24/21 11:30:00 AM,10.16,38.55,,,,,
1681,12/24/21 12:00:00 PM,9.76,38.59,,,,,
1682,12/24/21 12:30:00 PM,9.90,38.55,,,,,
1683,12/24/21 01:00:00 PM,9.99,38.48,,,,,
1684,12/24/21 01:30:00 PM,9.97,38.48,,,,,
1685,12/24/21 02:00:00 PM,10.10,38.48,,,,,
1686,12/24/21 02:30:00 PM,10.12,38.44,,,,,
1687,12/24/21 03:00:00 PM,10.21,38.44,,,,,
1688,12/24/21 03:30:00 PM,10.35,38.37,,,,,
1689,12/24/21 04:00:00 PM,10.25,38.37,,,,,
1690,12/24/21 04:30:00 PM,10.52,38.34,,,,,
1691,12/24/21 05:00:00 PM,10.74,38.30,,,,,
1692,12/24/21 05:30:00 PM,10.52,38.34,,,,,
1693,12/24/21 06:00:00 PM,10.53,38.30,,,,,
1694,12/24/21 06:30:00 PM,10.31,38.34,,,,,
1695,12/24/21 07:00:00 PM,10.21,38.34,,,,,
1696,12/24/21 07:30:00 PM,10.06,38.37,,,,,
1697,12/24/21 08:00:00 PM,9.93,38.37,,,,,
1698,12/24/21 08:30:00 PM,9.84,38.37,,,,,
1699,12/24/21 09:00:00 PM,9.74,38.41,,,,,
1700,12/24/21 09:30:00 PM,9.73,38.41,,,,,
1701,12/24/21 10:00:00 PM,9.71,38.41,,,,,
1702,12/24/21 10:30:00 PM,9.63,38.44,,,,,
1703,12/24/21 11:00:00 PM,9.67,38.41,,,,,
1704,12/24/21 11:30:00 PM,9.63,38.44,,,,,
1705,12/25/21 12:00:00 AM,9.55,38.44,,,,,
1706,12/25/21 12:30:00 AM,9.48,38.48,,,,,
1707,12/25/21 01:00:00 AM,9.50,38.44,,,,,
1708,12/25/21 01:30:00 AM,9.50,38.44,,,,,
1709,12/25/21 02:00:00 AM,9.43,38.48,,,,,
1710,12/25/21 02:30:00 AM,9.45,38.41,,,,,
1711,12/25/21 03:00:00 AM,9.48,38.48,,,,,
1712,12/25/21 03:30:00 AM,9.34,38.48,,,,,
1713,12/25/21 04:00:00 AM,9.35,38.41,,,,,
1714,12/25/21 04:30:00 AM,9.41,38.44,,,,,
1715,12/25/21 05:00:00 AM,9.39,38.44,,,,,
1716,12/25/21 05:30:00 AM,9.57,38.44,,,,,
1717,12/25/21 06:00:00 AM,9.47,38.48,,,,,
1718,12/25/21 06:30:00 AM,9.41,38.44,,,,,
1719,12/25/21 07:00:00 AM,9.85,38.34,,,,,
1720,12/25/21 07:30:00 AM,10.09,38.30,,,,,
1721,12/25/21 08:00:00 AM,10.10,38.30,,,,,
1722,12/25/21 08:30:00 AM,10.18,38.26,,,,,
1723,12/25/21 09:00:00 AM,10.20,38.26,,,,,
1724,12/25/21 09:30:00 AM,10.30,38.26,,,,,
1725,12/25/21 10:00:00 AM,10.47,38.26,,,,,
1726,12/25/21 10:30:00 AM,10.62,38.26,,,,,
1727,12/25/21 11:00:00 AM,10.84,38.23,,,,,
1728,12/25/21 11:30:00 AM,11.07,38.23,,,,,
1729,12/25/21 12:00:00 PM,11.29,38.19,,,,,
1730,12/25/21 12:30:00 PM,11.58,38.19,,,,,
1731,12/25/21 01:00:00 PM,11.70,38.16,,,,,
1732,12/25/21 01:30:00 PM,11.76,38.12,,,,,
1733,12/25/21 02:00:00 PM,11.78,38.12,,,,,
1734,12/25/21 02:30:00 PM,11.71,38.12,,,,,
1735,12/25/21 03:00:00 PM,11.72,38.16,,,,,
1736,12/25/21 03:30:00 PM,12.12,38.05,,,,,
1737,12/25/21 04:00:00 PM,12.20,37.98,,,,,
1738,12/25/21 04:30:00 PM,12.18,37.94,,,,,
1739,12/25/21 05:00:00 PM,12.14,37.94,,,,,
1740,12/25/21 05:30:00 PM,12.08,37.98,,,,,
1741,12/25/21 06:00:00 PM,11.92,37.94,,,,,
1742,12/25/21 06:30:00 PM,11.83,37.90,,,,,
1743,12/25/21 07:00:00 PM,11.91,37.87,,,,,
1744,12/25/21 07:30:00 PM,11.93,37.83,,,,,
1745,12/25/21 08:00:00 PM,11.83,37.87,,,,,
1746,12/25/21 08:30:00 PM,11.82,37.80,,,,,
1747,12/25/21 09:00:00 PM,11.72,37.83,,,,,
1748,12/25/21 09:30:00 PM,11.72,37.76,,,,,
1749,12/25/21 10:00:00 PM,11.74,37.83,,,,,
1750,12/25/21 10:30:00 PM,11.72,37.87,,,,,
1751,12/25/21 11:00:00 PM,11.83,37.76,,,,,
1752,12/25/21 11:30:00 PM,11.85,37.72,,,,,
1753,12/26/21 12:00:00 AM,11.85,37.76,,,,,
1754,12/26/21 12:30:00 AM,11.74,37.72,,,,,
1755,12/26/21 01:00:00 AM,11.76,37.76,,,,,
1756,12/26/21 01:30:00 AM,11.71,37.80,,,,,
1757,12/26/21 02:00:00 AM,11.79,37.80,,,,,
1758,12/26/21 02:30:00 AM,11.79,37.80,,,,,
1759,12/26/21 03:00:00 AM,11.63,37.83,,,,,
1760,12/26/21 03:30:00 AM,11.62,37.80,,,,,
1761,12/26/21 04:00:00 AM,11.66,37.83,,,,,
1762,12/26/21 04:30:00 AM,11.57,37.80,,,,,
1763,12/26/21 05:00:00 AM,11.33,37.87,,,,,
1764,12/26/21 05:30:00 AM,11.19,37.87,,,,,
1765,12/26/21 06:00:00 AM,10.99,37.87,,,,,
1766,12/26/21 06:30:00 AM,11.03,37.83,,,,,
1767,12/26/21 07:00:00 AM,11.28,37.83,,,,,
1768,12/26/21 07:30:00 AM,11.25,37.83,,,,,
1769,12/26/21 08:00:00 AM,11.45,37.83,,,,,
1770,12/26/21 08:30:00 AM,11.60,37.80,,,,,
1771,12/26/21 09:00:00 AM,11.61,37.80,,,,,
1772,12/26/21 09:30:00 AM,11.70,37.76,,,,,
1773,12/26/21 10:00:00 AM,11.79,37.80,,,,,
1774,12/26/21 10:30:00 AM,11.84,37.72,,,,,
1775,12/26/21 11:00:00 AM,11.96,37.62,,,,,
1776,12/26/21 11:30:00 AM,11.89,37.62,,,,,
1777,12/26/21 12:00:00 PM,11.98,37.62,,,,,
1778,12/26/21 12:30:00 PM,12.06,37.62,,,,,
1779,12/26/21 01:00:00 PM,12.14,37.62,,,,,
1780,12/26/21 01:30:00 PM,12.08,37.65,,,,,
1781,12/26/21 02:00:00 PM,12.08,37.72,,,,,
1782,12/26/21 02:30:00 PM,12.03,37.69,,,,,
