"Plot Title: 11009653"
"#","Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 11009653, SEN S/N: 11009653, LBL: DO)","Temp, °F (LGR S/N: 11009653, SEN S/N: 11009653, LBL: Temp)","Coupler Detached (LGR S/N: 11009653)","Coupler Attached (LGR S/N: 11009653)","Host Connected (LGR S/N: 11009653)","Stopped (LGR S/N: 11009653)","End Of File (LGR S/N: 11009653)"
1520,12/21/21 03:30:00 AM,15.69,36.32,,,,,
1521,12/21/21 04:00:00 AM,15.87,36.32,,,,,
1522,12/21/21 04:30:00 AM,15.72,36.32,,,,,
1523,12/21/21 05:00:00 AM,16.00,36.36,,,,,
1524,12/21/21 05:30:00 AM,15.89,36.36,,,,,
1525,12/21/21 06:00:00 AM,16.00,36.36,,,,,
1526,12/21/21 06:30:00 AM,15.94,36.36,,,,,
1527,12/21/21 07:00:00 AM,16.10,36.39,,,,,
1528,12/21/21 07:30:00 AM,15.90,36.39,,,,,
1529,12/21/21 08:00:00 AM,15.92,36.43,,,,,
1530,12/21/21 08:30:00 AM,15.81,36.43,,,,,
1531,12/21/21 09:00:00 AM,15.89,36.46,,,,,
1532,12/21/21 09:30:00 AM,16.28,36.43,,,,,
1533,12/21/21 10:00:00 AM,16.27,36.46,,,,,
1534,12/21/21 10:30:00 AM,16.22,36.43,,,,,
1535,12/21/21 11:00:00 AM,15.77,36.50,,,,,
1536,12/21/21 11:30:00 AM,15.92,36.50,,,,,
1537,12/21/21 12:00:00 PM,16.29,36.46,,,,,
1538,12/21/21 12:30:00 PM,15.71,36.54,,,,,
1539,12/21/21 01:00:00 PM,16.24,36.50,,,,,
1540,12/21/21 01:30:00 PM,16.19,36.54,,,,,
1541,12/21/21 02:00:00 PM,16.22,36.54,,,,,
1542,12/21/21 02:30:00 PM,15.96,36.54,,,,,
1543,12/21/21 03:00:00 PM,16.14,36.54,,,,,
1544,12/21/21 03:30:00 PM,16.09,36.57,,,,,
1545,12/21/21 04:00:00 PM,16.09,36.57,,,,,
1546,12/21/21 04:30:00 PM,15.81,36.57,,,,,
1547,12/21/21 05:00:00 PM,16.24,36.54,,,,,
1548,12/21/21 05:30:00 PM,16.30,36.57,,,,,
1549,12/21/21 06:00:00 PM,15.82,36.57,,,,,
1550,12/21/21 06:30:00 PM,15.76,36.57,,,,,
1551,12/21/21 07:00:00 PM,15.69,36.57,,,,,
1552,12/21/21 07:30:00 PM,15.64,36.61,,,,,
1553,12/21/21 08:00:00 PM,15.95,36.57,,,,,
1554,12/21/21 08:30:00 PM,15.68,36.57,,,,,
1555,12/21/21 09:00:00 PM,15.68,36.57,,,,,
1556,12/21/21 09:30:00 PM,15.81,36.57,,,,,
1557,12/21/21 10:00:00 PM,15.77,36.61,,,,,
1558,12/21/21 10:30:00 PM,15.99,36.61,,,,,
1559,12/21/21 11:00:00 PM,15.91,36.64,,,,,
1560,12/21/21 11:30:00 PM,16.27,36.57,,,,,
1561,12/22/21 12:00:00 AM,15.36,36.64,,,,,
1562,12/22/21 12:30:00 AM,16.27,36.57,,,,,
1563,12/22/21 01:00:00 AM,15.59,36.61,,,,,
1564,12/22/21 01:30:00 AM,15.87,36.61,,,,,
1565,12/22/21 02:00:00 AM,15.86,36.61,,,,,
1566,12/22/21 02:30:00 AM,16.29,36.57,,,,,
1567,12/22/21 03:00:00 AM,16.06,36.46,,,,,
1568,12/22/21 03:30:00 AM,15.56,36.61,,,,,
1569,12/22/21 04:00:00 AM,16.38,36.54,,,,,
1570,12/22/21 04:30:00 AM,15.46,36.57,,,,,
1571,12/22/21 05:00:00 AM,15.90,36.54,,,,,
1572,12/22/21 05:30:00 AM,15.65,36.61,,,,,
1573,12/22/21 06:00:00 AM,16.14,36.57,,,,,
1574,12/22/21 06:30:00 AM,16.15,36.54,,,,,
1575,12/22/21 07:00:00 AM,15.84,36.54,,,,,
1576,12/22/21 07:30:00 AM,16.13,36.50,,,,,
1577,12/22/21 08:00:00 AM,15.83,36.46,,,,,
1578,12/22/21 08:30:00 AM,15.69,36.32,,,,,
1579,12/22/21 09:00:00 AM,15.82,36.10,,,,,
1580,12/22/21 09:30:00 AM,15.30,36.25,,,,,
1581,12/22/21 10:00:00 AM,14.86,36.39,,,,,
1582,12/22/21 10:30:00 AM,15.54,36.32,,,,,
1583,12/22/21 11:00:00 AM,15.71,36.25,,,,,
1584,12/22/21 11:30:00 AM,15.84,36.25,,,,,
1585,12/22/21 12:00:00 PM,16.15,36.10,,,,,
1586,12/22/21 12:30:00 PM,16.05,36.03,,,,,
1587,12/22/21 01:00:00 PM,16.21,35.92,,,,,
1588,12/22/21 01:30:00 PM,16.39,35.89,,,,,
1589,12/22/21 02:00:00 PM,16.39,35.78,,,,,
1590,12/22/21 02:30:00 PM,16.15,35.85,,,,,
1591,12/22/21 03:00:00 PM,16.18,35.89,,,,,
1592,12/22/21 03:30:00 PM,15.80,35.92,,,,,
1593,12/22/21 04:00:00 PM,16.06,35.92,,,,,
1594,12/22/21 04:30:00 PM,16.15,35.92,,,,,
1595,12/22/21 05:00:00 PM,16.03,35.96,,,,,
1596,12/22/21 05:30:00 PM,16.01,35.92,,,,,
1597,12/22/21 06:00:00 PM,16.14,35.92,,,,,
1598,12/22/21 06:30:00 PM,15.72,36.00,,,,,
1599,12/22/21 07:00:00 PM,15.57,36.03,,,,,
1600,12/22/21 07:30:00 PM,16.08,35.96,,,,,
1601,12/22/21 08:00:00 PM,16.02,35.92,,,,,
1602,12/22/21 08:30:00 PM,16.21,35.82,,,,,
1603,12/22/21 09:00:00 PM,16.76,35.67,,,,,
1604,12/22/21 09:30:00 PM,16.81,35.56,,,,,
1605,12/22/21 10:00:00 PM,16.98,35.53,,,,,
1606,12/22/21 10:30:00 PM,16.70,35.49,,,,,
1607,12/22/21 11:00:00 PM,16.59,35.49,,,,,
1608,12/22/21 11:30:00 PM,16.37,35.49,,,,,
1609,12/23/21 12:00:00 AM,16.42,35.46,,,,,
1610,12/23/21 12:30:00 AM,16.46,35.46,,,,,
1611,12/23/21 01:00:00 AM,16.55,35.38,,,,,
1612,12/23/21 01:30:00 AM,16.67,35.38,,,,,
1613,12/23/21 02:00:00 AM,16.73,35.35,,,,,
1614,12/23/21 02:30:00 AM,17.13,35.42,,,,,
1615,12/23/21 03:00:00 AM,17.43,35.53,,,,,
1616,12/23/21 03:30:00 AM,17.27,35.53,,,,,
1617,12/23/21 04:00:00 AM,16.86,35.53,,,,,
1618,12/23/21 04:30:00 AM,16.79,35.49,,,,,
1619,12/23/21 05:00:00 AM,16.89,35.56,,,,,
1620,12/23/21 05:30:00 AM,16.92,35.56,,,,,
1621,12/23/21 06:00:00 AM,16.92,35.56,,,,,
1622,12/23/21 06:30:00 AM,16.66,35.60,,,,,
1623,12/23/21 07:00:00 AM,16.78,35.64,,,,,
1624,12/23/21 07:30:00 AM,15.25,35.82,,,,,
1625,12/23/21 08:00:00 AM,14.64,35.89,,,,,
1626,12/23/21 08:30:00 AM,14.16,36.00,,,,,
1627,12/23/21 09:00:00 AM,13.84,36.03,,,,,
1628,12/23/21 09:30:00 AM,13.98,36.00,,,,,
1629,12/23/21 10:00:00 AM,14.62,35.85,,,,,
1630,12/23/21 10:30:00 AM,15.00,35.92,,,,,
1631,12/23/21 11:00:00 AM,15.08,35.92,,,,,
1632,12/23/21 11:30:00 AM,15.35,35.92,,,,,
1633,12/23/21 12:00:00 PM,15.77,35.92,,,,,
1634,12/23/21 12:30:00 PM,16.43,35.85,,,,,
1635,12/23/21 01:00:00 PM,16.74,35.82,,,,,
1636,12/23/21 01:30:00 PM,16.56,35.82,,,,,
1637,12/23/21 02:00:00 PM,16.79,35.78,,,,,
1638,12/23/21 02:30:00 PM,16.64,35.82,,,,,
1639,12/23/21 03:00:00 PM,15.67,36.07,,,,,
1640,12/23/21 03:30:00 PM,15.60,36.32,,,,,
1641,12/23/21 04:00:00 PM,15.16,36.28,,,,,
1642,12/23/21 04:30:00 PM,15.10,36.21,,,,,
1643,12/23/21 05:00:00 PM,16.20,36.03,,,,,
1644,12/23/21 05:30:00 PM,16.46,36.00,,,,,
1645,12/23/21 06:00:00 PM,16.60,36.07,,,,,
1646,12/23/21 06:30:00 PM,16.41,36.18,,,,,
1647,12/23/21 07:00:00 PM,16.76,36.10,,,,,
1648,12/23/21 07:30:00 PM,16.81,36.03,,,,,
1649,12/23/21 08:00:00 PM,16.63,35.92,,,,,
1650,12/23/21 08:30:00 PM,16.40,35.85,,,,,
1651,12/23/21 09:00:00 PM,16.24,35.78,,,,,
1652,12/23/21 09:30:00 PM,16.26,35.74,,,,,
1653,12/23/21 10:00:00 PM,16.29,35.74,,,,,
1654,12/23/21 10:30:00 PM,16.40,35.71,,,,,
1655,12/23/21 11:00:00 PM,16.49,35.71,,,,,
1656,12/23/21 11:30:00 PM,16.56,35.74,,,,,
1657,12/24/21 12:00:00 AM,16.68,35.78,,,,,
1658,12/24/21 12:30:00 AM,16.68,35.82,,,,,
1659,12/24/21 01:00:00 AM,16.63,35.89,,,,,
1660,12/24/21 01:30:00 AM,16.54,35.89,,,,,
1661,12/24/21 02:00:00 AM,16.38,35.92,,,,,
1662,12/24/21 02:30:00 AM,16.26,35.92,,,,,
1663,12/24/21 03:00:00 AM,16.09,35.96,,,,,
1664,12/24/21 03:30:00 AM,16.05,35.96,,,,,
1665,12/24/21 04:00:00 AM,15.96,35.96,,,,,
1666,12/24/21 04:30:00 AM,15.90,36.00,,,,,
1667,12/24/21 05:00:00 AM,15.97,35.96,,,,,
1668,12/24/21 05:30:00 AM,16.08,35.96,,,,,
1669,12/24/21 06:00:00 AM,16.11,35.96,,,,,
1670,12/24/21 06:30:00 AM,15.99,36.03,,,,,
1671,12/24/21 07:00:00 AM,15.93,36.07,,,,,
1672,12/24/21 07:30:00 AM,15.78,36.07,,,,,
1673,12/24/21 08:00:00 AM,15.49,36.10,,,,,
1674,12/24/21 08:30:00 AM,15.67,36.14,,,,,
1675,12/24/21 09:00:00 AM,16.14,35.82,,,,,
1676,12/24/21 09:30:00 AM,15.85,35.28,,,,,
1677,12/24/21 10:00:00 AM,15.87,35.17,,,,,
1678,12/24/21 10:30:00 AM,16.04,35.13,,,,,
1679,12/24/21 11:00:00 AM,16.18,35.13,,,,,
1680,12/24/21 11:30:00 AM,16.20,35.10,,,,,
1681,12/24/21 12:00:00 PM,16.18,35.10,,,,,
1682,12/24/21 12:30:00 PM,16.19,35.06,,,,,
1683,12/24/21 01:00:00 PM,16.11,35.10,,,,,
1684,12/24/21 01:30:00 PM,16.06,35.10,,,,,
1685,12/24/21 02:00:00 PM,16.03,35.13,,,,,
1686,12/24/21 02:30:00 PM,16.01,35.20,,,,,
1687,12/24/21 03:00:00 PM,16.01,35.28,,,,,
1688,12/24/21 03:30:00 PM,15.96,35.31,,,,,
1689,12/24/21 04:00:00 PM,15.90,35.31,,,,,
1690,12/24/21 04:30:00 PM,16.12,35.35,,,,,
1691,12/24/21 05:00:00 PM,16.22,35.31,,,,,
1692,12/24/21 05:30:00 PM,16.18,35.24,,,,,
1693,12/24/21 06:00:00 PM,16.21,35.31,,,,,
1694,12/24/21 06:30:00 PM,16.12,35.38,,,,,
1695,12/24/21 07:00:00 PM,16.06,35.38,,,,,
1696,12/24/21 07:30:00 PM,16.02,35.38,,,,,
1697,12/24/21 08:00:00 PM,16.00,35.42,,,,,
1698,12/24/21 08:30:00 PM,15.93,35.42,,,,,
1699,12/24/21 09:00:00 PM,15.96,35.46,,,,,
1700,12/24/21 09:30:00 PM,16.06,35.49,,,,,
1701,12/24/21 10:00:00 PM,15.92,35.53,,,,,
1702,12/24/21 10:30:00 PM,15.83,35.53,,,,,
1703,12/24/21 11:00:00 PM,15.73,35.56,,,,,
1704,12/24/21 11:30:00 PM,15.64,35.64,,,,,
1705,12/25/21 12:00:00 AM,15.54,35.60,,,,,
1706,12/25/21 12:30:00 AM,15.59,35.60,,,,,
1707,12/25/21 01:00:00 AM,15.58,35.67,,,,,
1708,12/25/21 01:30:00 AM,15.53,35.67,,,,,
1709,12/25/21 02:00:00 AM,15.44,35.60,,,,,
1710,12/25/21 02:30:00 AM,15.65,35.71,,,,,
1711,12/25/21 03:00:00 AM,15.48,35.78,,,,,
1712,12/25/21 03:30:00 AM,15.56,35.67,,,,,
1713,12/25/21 04:00:00 AM,15.56,35.78,,,,,
1714,12/25/21 04:30:00 AM,15.48,35.74,,,,,
1715,12/25/21 05:00:00 AM,15.35,35.74,,,,,
1716,12/25/21 05:30:00 AM,15.23,35.82,,,,,
1717,12/25/21 06:00:00 AM,15.13,35.82,,,,,
1718,12/25/21 06:30:00 AM,15.09,35.82,,,,,
1719,12/25/21 07:00:00 AM,14.94,35.85,,,,,
1720,12/25/21 07:30:00 AM,14.84,35.92,,,,,
1721,12/25/21 08:00:00 AM,14.67,35.96,,,,,
1722,12/25/21 08:30:00 AM,14.45,35.96,,,,,
1723,12/25/21 09:00:00 AM,14.44,35.96,,,,,
1724,12/25/21 09:30:00 AM,14.48,35.96,,,,,
1725,12/25/21 10:00:00 AM,14.44,36.00,,,,,
1726,12/25/21 10:30:00 AM,14.46,36.03,,,,,
1727,12/25/21 11:00:00 AM,14.43,36.03,,,,,
1728,12/25/21 11:30:00 AM,14.48,36.03,,,,,
1729,12/25/21 12:00:00 PM,14.52,36.07,,,,,
1730,12/25/21 12:30:00 PM,14.51,36.07,,,,,
1731,12/25/21 01:00:00 PM,14.62,36.07,,,,,
1732,12/25/21 01:30:00 PM,14.73,36.07,,,,,
1733,12/25/21 02:00:00 PM,14.84,36.07,,,,,
1734,12/25/21 02:30:00 PM,15.07,36.07,,,,,
1735,12/25/21 03:00:00 PM,15.12,36.10,,,,,
1736,12/25/21 03:30:00 PM,15.16,36.07,,,,,
1737,12/25/21 04:00:00 PM,15.10,36.03,,,,,
1738,12/25/21 04:30:00 PM,15.31,36.07,,,,,
1739,12/25/21 05:00:00 PM,15.59,36.07,,,,,
1740,12/25/21 05:30:00 PM,16.00,36.07,,,,,
1741,12/25/21 06:00:00 PM,15.94,36.07,,,,,
1742,12/25/21 06:30:00 PM,16.13,36.07,,,,,
1743,12/25/21 07:00:00 PM,16.13,36.07,,,,,
1744,12/25/21 07:30:00 PM,16.13,36.03,,,,,
1745,12/25/21 08:00:00 PM,16.01,36.00,,,,,
1746,12/25/21 08:30:00 PM,15.99,36.03,,,,,
1747,12/25/21 09:00:00 PM,16.13,36.03,,,,,
1748,12/25/21 09:30:00 PM,16.14,36.03,,,,,
1749,12/25/21 10:00:00 PM,16.10,36.00,,,,,
1750,12/25/21 10:30:00 PM,16.10,36.03,,,,,
1751,12/25/21 11:00:00 PM,16.26,36.03,,,,,
1752,12/25/21 11:30:00 PM,16.09,36.00,,,,,
1753,12/26/21 12:00:00 AM,16.15,35.96,,,,,
1754,12/26/21 12:30:00 AM,16.18,36.00,,,,,
1755,12/26/21 01:00:00 AM,16.13,36.00,,,,,
1756,12/26/21 01:30:00 AM,16.27,36.00,,,,,
1757,12/26/21 02:00:00 AM,16.27,36.00,,,,,
1758,12/26/21 02:30:00 AM,16.22,36.00,,,,,
1759,12/26/21 03:00:00 AM,16.21,35.96,,,,,
1760,12/26/21 03:30:00 AM,16.23,35.96,,,,,
1761,12/26/21 04:00:00 AM,16.21,35.92,,,,,
1762,12/26/21 04:30:00 AM,16.17,35.92,,,,,
1763,12/26/21 05:00:00 AM,16.13,35.96,,,,,
1764,12/26/21 05:30:00 AM,16.11,35.89,,,,,
1765,12/26/21 06:00:00 AM,16.01,35.89,,,,,
1766,12/26/21 06:30:00 AM,15.94,35.85,,,,,
1767,12/26/21 07:00:00 AM,15.87,35.82,,,,,
1768,12/26/21 07:30:00 AM,15.81,35.82,,,,,
1769,12/26/21 08:00:00 AM,15.73,35.78,,,,,
1770,12/26/21 08:30:00 AM,15.63,35.82,,,,,
1771,12/26/21 09:00:00 AM,15.50,35.78,,,,,
1772,12/26/21 09:30:00 AM,15.38,35.78,,,,,
1773,12/26/21 10:00:00 AM,15.26,35.60,,,,,
1774,12/26/21 10:30:00 AM,15.07,35.53,,,,,
1775,12/26/21 11:00:00 AM,15.11,35.53,,,,,
1776,12/26/21 11:30:00 AM,15.14,35.56,,,,,
1777,12/26/21 12:00:00 PM,15.06,35.53,,,,,
1778,12/26/21 12:30:00 PM,14.99,35.53,,,,,
1779,12/26/21 01:00:00 PM,14.90,35.56,,,,,
1780,12/26/21 01:30:00 PM,15.01,35.53,,,,,
1781,12/26/21 02:00:00 PM,14.90,35.49,,,,,
1782,12/26/21 02:30:00 PM,15.01,35.56,,,,,
1783,12/26/21 03:00:00 PM,15.02,35.49,,,,,
1784,12/26/21 03:30:00 PM,14.98,35.49,,,,,
1785,12/26/21 04:00:00 PM,14.93,35.46,,,,,
1786,12/26/21 04:30:00 PM,15.01,35.49,,,,,
1787,12/26/21 05:00:00 PM,15.04,35.49,,,,,
1788,12/26/21 05:30:00 PM,15.13,35.49,,,,,
1789,12/26/21 06:00:00 PM,15.18,35.49,,,,,
1790,12/26/21 06:30:00 PM,15.09,35.46,,,,,
1791,12/26/21 07:00:00 PM,15.18,35.49,,,,,
1792,12/26/21 07:30:00 PM,15.21,35.49,,,,,
1793,12/26/21 08:00:00 PM,15.27,35.49,,,,,
1794,12/26/21 08:30:00 PM,15.37,35.42,,,,,
1795,12/26/21 09:00:00 PM,15.27,35.46,,,,,
1796,12/26/21 09:30:00 PM,15.39,35.42,,,,,
1797,12/26/21 10:00:00 PM,15.25,35.42,,,,,
1798,12/26/21 10:30:00 PM,15.41,35.42,,,,,
1799,12/26/21 11:00:00 PM,15.47,35.35,,,,,
1800,12/26/21 11:30:00 PM,15.44,35.31,,,,,
1801,12/27/21 12:00:00 AM,15.32,35.31,,,,,
1802,12/27/21 12:30:00 AM,15.29,35.31,,,,,
1803,12/27/21 01:00:00 AM,15.29,35.28,,,,,
1804,12/27/21 01:30:00 AM,15.34,35.28,,,,,
1805,12/27/21 02:00:00 AM,15.27,35.31,,,,,
1806,12/27/21 02:30:00 AM,15.22,35.31,,,,,
1807,12/27/21 03:00:00 AM,15.14,35.28,,,,,
1808,12/27/21 03:30:00 AM,15.09,35.31,,,,,
1809,12/27/21 04:00:00 AM,15.08,35.31,,,,,
1810,12/27/21 04:30:00 AM,15.12,35.31,,,,,
1811,12/27/21 05:00:00 AM,15.14,35.35,,,,,
1812,12/27/21 05:30:00 AM,15.13,35.38,,,,,
1813,12/27/21 06:00:00 AM,15.22,35.38,,,,,
1814,12/27/21 06:30:00 AM,15.10,35.38,,,,,
1815,12/27/21 07:00:00 AM,15.06,35.38,,,,,
1816,12/27/21 07:30:00 AM,15.06,35.38,,,,,
1817,12/27/21 08:00:00 AM,15.08,35.38,,,,,
1818,12/27/21 08:30:00 AM,15.06,35.38,,,,,
1819,12/27/21 09:00:00 AM,15.09,35.38,,,,,
1820,12/27/21 09:30:00 AM,15.00,35.31,,,,,
1821,12/27/21 10:00:00 AM,14.98,35.35,,,,,
1822,12/27/21 10:30:00 AM,15.01,35.38,,,,,
1823,12/27/21 11:00:00 AM,14.98,35.35,,,,,
1824,12/27/21 11:30:00 AM,14.95,35.35,,,,,
1825,12/27/21 12:00:00 PM,14.90,35.35,,,,,
1826,12/27/21 12:30:00 PM,14.91,35.38,,,,,
1827,12/27/21 01:00:00 PM,14.99,35.35,,,,,
1828,12/27/21 01:30:00 PM,14.93,35.35,,,,,
1829,12/27/21 02:00:00 PM,14.94,35.42,,,,,
1830,12/27/21 02:30:00 PM,15.13,35.42,,,,,
1831,12/27/21 03:00:00 PM,15.06,35.46,,,,,
1832,12/27/21 03:30:00 PM,15.07,35.42,,,,,
1833,12/27/21 04:00:00 PM,15.18,35.46,,,,,
1834,12/27/21 04:30:00 PM,15.36,35.42,,,,,
1835,12/27/21 05:00:00 PM,15.29,35.49,,,,,
1836,12/27/21 05:30:00 PM,15.30,35.49,,,,,
1837,12/27/21 06:00:00 PM,15.01,35.49,,,,,
1838,12/27/21 06:30:00 PM,15.21,35.49,,,,,
1839,12/27/21 07:00:00 PM,15.39,35.49,,,,,
1840,12/27/21 07:30:00 PM,15.19,35.49,,,,,
1841,12/27/21 08:00:00 PM,15.44,35.49,,,,,
1842,12/27/21 08:30:00 PM,15.56,35.49,,,,,
1843,12/27/21 09:00:00 PM,15.66,35.49,,,,,
1844,12/27/21 09:30:00 PM,15.62,35.46,,,,,
1845,12/27/21 10:00:00 PM,15.51,35.42,,,,,
1846,12/27/21 10:30:00 PM,15.69,35.38,,,,,
1847,12/27/21 11:00:00 PM,15.59,35.35,,,,,
1848,12/27/21 11:30:00 PM,15.53,35.35,,,,,
1849,12/28/21 12:00:00 AM,15.59,35.35,,,,,
1850,12/28/21 12:30:00 AM,15.48,35.38,,,,,
1851,12/28/21 01:00:00 AM,15.47,35.38,,,,,
1852,12/28/21 01:30:00 AM,15.45,35.42,,,,,
1853,12/28/21 02:00:00 AM,15.50,35.42,,,,,
1854,12/28/21 02:30:00 AM,15.46,35.42,,,,,
1855,12/28/21 03:00:00 AM,15.41,35.42,,,,,
1856,12/28/21 03:30:00 AM,15.50,35.42,,,,,
1857,12/28/21 04:00:00 AM,15.64,35.46,,,,,
1858,12/28/21 04:30:00 AM,15.59,35.46,,,,,
1859,12/28/21 05:00:00 AM,15.56,35.46,,,,,
1860,12/28/21 05:30:00 AM,15.54,35.49,,,,,
1861,12/28/21 06:00:00 AM,15.39,35.49,,,,,
1862,12/28/21 06:30:00 AM,15.46,35.49,,,,,
1863,12/28/21 07:00:00 AM,15.45,35.49,,,,,
1864,12/28/21 07:30:00 AM,15.36,35.46,,,,,
1865,12/28/21 08:00:00 AM,15.44,35.42,,,,,
1866,12/28/21 08:30:00 AM,15.44,35.42,,,,,
1867,12/28/21 09:00:00 AM,15.37,35.42,,,,,
1868,12/28/21 09:30:00 AM,15.48,35.31,,,,,
1869,12/28/21 10:00:00 AM,15.35,35.31,,,,,
1870,12/28/21 10:30:00 AM,15.13,35.28,,,,,
1871,12/28/21 11:00:00 AM,15.14,35.28,,,,,
1872,12/28/21 11:30:00 AM,15.22,35.35,,,,,
1873,12/28/21 12:00:00 PM,15.16,35.35,,,,,
1874,12/28/21 12:30:00 PM,15.21,35.35,,,,,
1875,12/28/21 01:00:00 PM,15.21,35.35,,,,,
1876,12/28/21 01:30:00 PM,15.10,35.35,,,,,
1877,12/28/21 02:00:00 PM,15.10,35.31,,,,,
1878,12/28/21 02:30:00 PM,15.17,35.31,,,,,
1879,12/28/21 03:00:00 PM,15.07,35.28,,,,,
1880,12/28/21 03:30:00 PM,15.02,35.28,,,,,
1881,12/28/21 04:00:00 PM,14.93,35.28,,,,,
1882,12/28/21 04:30:00 PM,14.92,35.28,,,,,
1883,12/28/21 05:00:00 PM,14.92,35.31,,,,,
1884,12/28/21 05:30:00 PM,14.91,35.31,,,,,
1885,12/28/21 06:00:00 PM,14.88,35.31,,,,,
1886,12/28/21 06:30:00 PM,14.83,35.31,,,,,
1887,12/28/21 07:00:00 PM,14.81,35.35,,,,,
1888,12/28/21 07:30:00 PM,14.81,35.35,,,,,
1889,12/28/21 08:00:00 PM,14.83,35.35,,,,,
1890,12/28/21 08:30:00 PM,14.81,35.35,,,,,
1891,12/28/21 09:00:00 PM,14.75,35.35,,,,,
1892,12/28/21 09:30:00 PM,14.75,35.35,,,,,
1893,12/28/21 10:00:00 PM,14.71,35.38,,,,,
1894,12/28/21 10:30:00 PM,14.62,35.38,,,,,
1895,12/28/21 11:00:00 PM,14.66,35.38,,,,,
1896,12/28/21 11:30:00 PM,14.61,35.38,,,,,
1897,12/29/21 12:00:00 AM,14.51,35.42,,,,,
1898,12/29/21 12:30:00 AM,14.49,35.42,,,,,
1899,12/29/21 01:00:00 AM,14.57,35.42,,,,,
1900,12/29/21 01:30:00 AM,14.49,35.46,,,,,
1901,12/29/21 02:00:00 AM,14.54,35.42,,,,,
1902,12/29/21 02:30:00 AM,14.49,35.46,,,,,
1903,12/29/21 03:00:00 AM,14.40,35.38,,,,,
1904,12/29/21 03:30:00 AM,14.39,35.38,,,,,
1905,12/29/21 04:00:00 AM,14.42,35.38,,,,,
1906,12/29/21 04:30:00 AM,14.38,35.38,,,,,
1907,12/29/21 05:00:00 AM,14.44,35.38,,,,,
1908,12/29/21 05:30:00 AM,14.46,35.38,,,,,
1909,12/29/21 06:00:00 AM,14.30,35.35,,,,,
1910,12/29/21 06:30:00 AM,14.31,35.38,,,,,
1911,12/29/21 07:00:00 AM,14.25,35.38,,,,,
1912,12/29/21 07:30:00 AM,14.12,35.38,,,,,
1913,12/29/21 08:00:00 AM,14.15,35.31,,,,,
1914,12/29/21 08:30:00 AM,14.07,35.28,,,,,
1915,12/29/21 09:00:00 AM,14.25,34.88,,,,,
1916,12/29/21 09:30:00 AM,14.29,34.74,,,,,
1917,12/29/21 10:00:00 AM,14.28,34.74,,,,,
1918,12/29/21 10:30:00 AM,14.22,34.74,,,,,
1919,12/29/21 11:00:00 AM,14.22,34.74,,,,,
1920,12/29/21 11:30:00 AM,14.20,34.70,,,,,
1921,12/29/21 12:00:00 PM,14.18,34.70,,,,,
1922,12/29/21 12:30:00 PM,14.14,34.70,,,,,
1923,12/29/21 01:00:00 PM,14.09,34.70,,,,,
1924,12/29/21 01:30:00 PM,14.14,34.74,,,,,
1925,12/29/21 02:00:00 PM,14.12,34.74,,,,,
1926,12/29/21 02:30:00 PM,14.10,34.77,,,,,
1927,12/29/21 03:00:00 PM,14.00,34.81,,,,,
1928,12/29/21 03:30:00 PM,13.94,34.81,,,,,
1929,12/29/21 04:00:00 PM,13.90,34.81,,,,,
1930,12/29/21 04:30:00 PM,13.87,34.81,,,,,
1931,12/29/21 05:00:00 PM,13.83,34.81,,,,,
1932,12/29/21 05:30:00 PM,13.79,34.81,,,,,
1933,12/29/21 06:00:00 PM,13.73,34.81,,,,,
1934,12/29/21 06:30:00 PM,13.73,34.84,,,,,
1935,12/29/21 07:00:00 PM,13.74,34.84,,,,,
1936,12/29/21 07:30:00 PM,13.70,34.84,,,,,
1937,12/29/21 08:00:00 PM,13.66,34.88,,,,,
1938,12/29/21 08:30:00 PM,13.62,34.84,,,,,
1939,12/29/21 09:00:00 PM,13.57,34.88,,,,,
1940,12/29/21 09:30:00 PM,13.59,34.92,,,,,
1941,12/29/21 10:00:00 PM,13.55,34.92,,,,,
1942,12/29/21 10:30:00 PM,13.51,34.95,,,,,
1943,12/29/21 11:00:00 PM,13.46,34.95,,,,,
1944,12/29/21 11:30:00 PM,13.39,34.92,,,,,
1945,12/30/21 12:00:00 AM,13.35,34.95,,,,,
1946,12/30/21 12:30:00 AM,13.30,34.95,,,,,
1947,12/30/21 01:00:00 AM,13.25,34.95,,,,,
1948,12/30/21 01:30:00 AM,13.22,34.95,,,,,
1949,12/30/21 02:00:00 AM,13.22,34.95,,,,,
1950,12/30/21 02:30:00 AM,13.18,34.95,,,,,
1951,12/30/21 03:00:00 AM,13.14,34.99,,,,,
1952,12/30/21 03:30:00 AM,13.11,34.99,,,,,
1953,12/30/21 04:00:00 AM,13.09,34.99,,,,,
1954,12/30/21 04:30:00 AM,13.09,35.06,,,,,
1955,12/30/21 05:00:00 AM,13.06,35.02,,,,,
1956,12/30/21 05:30:00 AM,13.04,34.99,,,,,
1957,12/30/21 06:00:00 AM,12.97,35.06,,,,,
1958,12/30/21 06:30:00 AM,12.96,35.02,,,,,
1959,12/30/21 07:00:00 AM,12.90,35.06,,,,,
1960,12/30/21 07:30:00 AM,12.86,35.06,,,,,
1961,12/30/21 08:00:00 AM,12.86,35.10,,,,,
1962,12/30/21 08:30:00 AM,12.99,35.02,,,,,
1963,12/30/21 09:00:00 AM,13.09,34.88,,,,,
